Id;Name;Number;JobTitle;EmployeeNumber;PhoneNumber;EmailAddress;Description;SalesTeamId;IsDeleted;CreatedAtUtc;CreatedById;UpdatedAtUtc;UpdatedById
3fe81a78-faf0-492e-9241-b2aa03fbffc1;Rep 2 - Sales Savants;003720250324SR;Sales Representative;EMP-9842;+1836-342-8083;salesrep2@company.com;Sales Rep for Sales Savants;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
42fc6388-8f7b-4cda-91e9-b2aa03fbfebc;Rep 1 - The Trailblazers;001620250324SR;Sales Manager;EMP-8132;+1297-773-6658;salesrep1@company.com;Sales Rep for The Trailblazers;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
451e2960-6758-4fac-9bab-b2aa03fbff78;Rep 1 - The Persuaders;003120250324SR;Sales Manager;EMP-6942;+1197-377-2496;salesrep1@company.com;Sales Rep for The Persuaders;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
4e095170-6509-46f6-b2b4-b2aa03fbfed6;Rep 3 - The Trailblazers;001820250324SR;Sales Representative;EMP-9703;+1992-570-3433;salesrep3@company.com;Sales Rep for The Trailblazers;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
4e77460b-3486-4c46-a01e-b2aa03fbff36;Rep 1 - Growth Gurus;002620250324SR;Sales Manager;EMP-7409;+1714-855-1457;salesrep1@company.com;Sales Rep for Growth Gurus;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
50f60887-0d65-4bf0-aa50-b2aa03fbfe1a;Rep 3 - Closing Crew;000320250324SR;Sales Representative;EMP-8898;+1375-757-5016;salesrep3@company.com;Sales Rep for Closing Crew;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
52148b1a-133d-42eb-91da-b2aa03fbfe27;Rep 4 - Closing Crew;000420250324SR;Sales Representative;EMP-4062;+1276-659-3415;salesrep4@company.com;Sales Rep for Closing Crew;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
54c30dd2-48de-4633-b6e9-b2aa03fbfefd;Rep 1 - Sales Ninjas;002120250324SR;Sales Manager;EMP-4989;+1370-685-9979;salesrep1@company.com;Sales Rep for Sales Ninjas;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
574afd49-cead-421b-9fd2-b2aa03fc001b;Rep 2 - Deal Makers;004720250324SR;Sales Representative;EMP-1844;+1138-980-2502;salesrep2@company.com;Sales Rep for Deal Makers;f7d2c56c-9188-4a28-a240-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
5fda600a-5227-46f1-b2fc-b2aa03fbff6c;Rep 5 - Growth Gurus;003020250324SR;Sales Representative;EMP-1310;+1577-299-7408;salesrep5@company.com;Sales Rep for Growth Gurus;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
6a608689-9792-440a-b097-b2aa03fbfef0;Rep 5 - The Trailblazers;002020250324SR;Sales Representative;EMP-1695;+1439-120-9161;salesrep5@company.com;Sales Rep for The Trailblazers;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
6b9fa1d8-46c8-48f1-958a-b2aa03fbfff2;Rep 1 - Market Mavens;004120250324SR;Sales Manager;EMP-6110;+1188-293-4166;salesrep1@company.com;Sales Rep for Market Mavens;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
724f3a82-461e-4ca1-8b33-b2aa03fbffb5;Rep 1 - Sales Savants;003620250324SR;Sales Manager;EMP-1942;+1988-250-9532;salesrep1@company.com;Sales Rep for Sales Savants;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
75609972-e631-419f-994b-b2aa03fbff2a;Rep 5 - Sales Ninjas;002520250324SR;Sales Representative;EMP-7978;+1765-841-7791;salesrep5@company.com;Sales Rep for Sales Ninjas;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
78dd47b3-bd38-4692-980b-b2aa03fbfe41;Rep 1 - Revenue Rockets;000620250324SR;Sales Manager;EMP-6716;+1161-722-3605;salesrep1@company.com;Sales Rep for Revenue Rockets;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
7b9ee762-616b-47f7-9cb2-b2aa03fbfe98;Rep 3 - Profit Pioneers;001320250324SR;Sales Representative;EMP-2218;+1606-517-4328;salesrep3@company.com;Sales Rep for Profit Pioneers;3141d230-1d88-47ee-9721-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
850f7269-3a73-4af2-bd1c-b2aa03fbffd9;Rep 4 - Sales Savants;003920250324SR;Sales Representative;EMP-5996;+1743-769-8161;salesrep4@company.com;Sales Rep for Sales Savants;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
9b7139b6-678d-41b0-8f06-b2aa03fbfe67;Rep 4 - Revenue Rockets;000920250324SR;Sales Representative;EMP-1741;+1606-778-2916;salesrep4@company.com;Sales Rep for Revenue Rockets;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
9ba8b6e6-a91d-40b2-afbd-b2aa03fbfec9;Rep 2 - The Trailblazers;001720250324SR;Sales Representative;EMP-6715;+1405-332-7240;salesrep2@company.com;Sales Rep for The Trailblazers;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
9d8e67ea-0d5f-49a9-98a3-b2aa03fbff08;Rep 2 - Sales Ninjas;002220250324SR;Sales Representative;EMP-7030;+1561-320-1711;salesrep2@company.com;Sales Rep for Sales Ninjas;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
a1c0549e-856a-4838-9b1e-b2aa03fc0020;Rep 3 - Deal Makers;004820250324SR;Sales Representative;EMP-8518;+1837-734-6540;salesrep3@company.com;Sales Rep for Deal Makers;f7d2c56c-9188-4a28-a240-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
a3e39d11-5d2d-422f-a5ec-b2aa03fbffa9;Rep 5 - The Persuaders;003520250324SR;Sales Representative;EMP-5086;+1208-664-4010;salesrep5@company.com;Sales Rep for The Persuaders;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
a9ebec83-e83f-4469-b1da-b2aa03fbff53;Rep 3 - Growth Gurus;002820250324SR;Sales Representative;EMP-7406;+1156-493-9709;salesrep3@company.com;Sales Rep for Growth Gurus;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
ae2ccde2-e996-4c2f-bae4-b2aa03fbfee3;Rep 4 - The Trailblazers;001920250324SR;Sales Representative;EMP-4460;+1231-635-6572;salesrep4@company.com;Sales Rep for The Trailblazers;54e21fc0-f101-4a3f-9d2b-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
b852c1d5-98e3-4b80-b972-b2aa03fbffe5;Rep 5 - Sales Savants;004020250324SR;Sales Representative;EMP-7292;+1193-106-6807;salesrep5@company.com;Sales Rep for Sales Savants;e55ebd5e-2201-45e1-8714-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
bc008913-b3e8-4a0e-a713-b2aa03fbfe73;Rep 5 - Revenue Rockets;001020250324SR;Sales Representative;EMP-8572;+1185-157-9527;salesrep5@company.com;Sales Rep for Revenue Rockets;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
c56feb93-d2e1-4e3f-913d-b2aa03fbff90;Rep 3 - The Persuaders;003320250324SR;Sales Representative;EMP-7452;+1708-697-9043;salesrep3@company.com;Sales Rep for The Persuaders;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
c958fbbb-f6e0-4286-ba0f-b2aa03fbff60;Rep 4 - Growth Gurus;002920250324SR;Sales Representative;EMP-7911;+1872-400-2434;salesrep4@company.com;Sales Rep for Growth Gurus;ba4c358b-a997-4df2-b4c4-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
d23c30bb-218d-49d6-b2b8-b2aa03fbfffd;Rep 2 - Market Mavens;004220250324SR;Sales Representative;EMP-7183;+1480-206-4278;salesrep2@company.com;Sales Rep for Market Mavens;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
d5cbc8b5-562e-4b37-8362-b2aa03fbfe5b;Rep 3 - Revenue Rockets;000820250324SR;Sales Representative;EMP-4392;+1780-804-5399;salesrep3@company.com;Sales Rep for Revenue Rockets;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
dc3bbdd8-26d1-4148-92c2-b2aa03fbff1f;Rep 4 - Sales Ninjas;002420250324SR;Sales Representative;EMP-7303;+1517-861-6700;salesrep4@company.com;Sales Rep for Sales Ninjas;61b8d821-f160-426b-9727-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
e434d7ec-8f11-418b-acc2-b2aa03fc000f;Rep 4 - Market Mavens;004420250324SR;Sales Representative;EMP-6677;+1495-673-1994;salesrep4@company.com;Sales Rep for Market Mavens;f1cb0a7d-1076-44c2-b826-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
f6651bb8-f5f8-438a-aacf-b2aa03fbfea4;Rep 4 - Profit Pioneers;001420250324SR;Sales Representative;EMP-6757;+1996-774-5240;salesrep4@company.com;Sales Rep for Profit Pioneers;3141d230-1d88-47ee-9721-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
f7f12baa-1b18-40b2-a724-b2aa03fbfdf2;Rep 1 - Closing Crew;000120250324SR;Sales Manager;EMP-6851;+1533-371-9642;salesrep1@company.com;Sales Rep for Closing Crew;0fdab04e-8d91-4c2b-9779-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
fbd51e91-5ab6-4ab6-a2ec-b2aa03fbff9d;Rep 4 - The Persuaders;003420250324SR;Sales Representative;EMP-4129;+1672-573-3149;salesrep4@company.com;Sales Rep for The Persuaders;e4e96285-88c8-49a0-b683-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
fe1070c0-5981-42b4-9531-b2aa03fbfe4d;Rep 2 - Revenue Rockets;000720250324SR;Sales Representative;EMP-4926;+1824-743-1507;salesrep2@company.com;Sales Rep for Revenue Rockets;16a148fd-43ec-4ed8-9935-b2aa03fbfdd2;False;2025-03-24 18:34:06;;;
