Id;FirstName;LastName;CompanyName;ProfilePictureName;IsBlocked;IsDeleted;CreatedAt;CreatedById;UpdatedAt;UpdatedById;UserName;NormalizedUserName;Email;NormalizedEmail;EmailConfirmed;PasswordHash;SecurityStamp;ConcurrencyStamp;PhoneNumber;PhoneNumberConfirmed;TwoFactorEnabled;LockoutEnd;LockoutEnabled;AccessFailedCount
8b4ed790-aac7-4f11-a429-d27ba26e2feb;Morgan;User;;;False;False;2025-03-24 18:34:01;;;;morgan@example.com;MORGAN@EXAMPLE.COM;morgan@example.com;MORGAN@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEO9dR7sKwF81mzfF7nCCdrbhZiQ9ekf98xky9B50Q95Dl+SP7u+kSgwjHq4sxGAw5w==;K5HMXVI755HV4LBDMIFCOGTDWENNCOSE;3704f591-1b6b-4455-9396-1c4de330b1c5;;False;False;;True;0
91b17e3d-3839-4fef-828b-8cbb67683f80;Emerson;User;;;False;False;2025-03-24 18:34:02;;;;emerson@example.com;EMERSON@EXAMPLE.COM;emerson@example.com;EMERSON@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEJmtGxgbBaOfIXPj7/6rBCVKN+ziTh99r6I/N3wVQz57F8leBa+jYsGhdFxzhtDSog==;6OUUWIYBX5776G4GH3ECGXIBX7ET74FM;e1090924-4405-40fa-b923-209026260fdf;;False;False;;True;0
9b5330e4-fded-4f9f-a01a-46c2d604bd05;Cameron;User;;;False;False;2025-03-24 18:34:01;;;;cameron@example.com;CAMERON@EXAMPLE.COM;cameron@example.com;CAMERON@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEFcZAeozKyePR3m9xfoB5nlJKbA3wNua2/U22xHKRAF5Oa2mudodIA8+rAtQRdQWhw==;3TTN7UIMC3U2E5DVQD6RTDZHSP7D3LHH;bd38be2f-603b-47f5-b125-e12f23d202e7;;False;False;;True;0
a4cb239d-050e-4cab-a744-b3d8dcb1b717;Harper;User;;;False;False;2025-03-24 18:34:02;;;;harper@example.com;HARPER@EXAMPLE.COM;harper@example.com;HARPER@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEOH6wNMXmeRpIyRkdlhlHvGtAocaXZV2cYsgCbMUB8VxWuaQoLQVqBDdSIibykrNVw==;IUPQEIC5W7IWBLRDBMWH4BHVOWYBVZWX;584af25d-a44a-4754-bb5f-4f23ab50b3fa;;False;False;;True;0
a52dde9a-d999-478c-808a-026fcc94b433;Riley;User;;;False;False;2025-03-24 18:34:01;;;;riley@example.com;RILEY@EXAMPLE.COM;riley@example.com;RILEY@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEC1IS+ZAeE3DKv/BWB2MOI/moIbz4nfnwx4yjQCzouR5cCG3Jtp40Uz+h282Rc2zSQ==;G2PFCOCGEO37UXXKFUFS3GHCFTPL53BH;e5f1ebef-2306-4b5f-b8f5-99ecf8ac82a9;;False;False;;True;0
b5fa1e41-4a58-4395-958f-82390eedf37b;Jordan;User;;;False;False;2025-03-24 18:34:01;;;;jordan@example.com;JORDAN@EXAMPLE.COM;jordan@example.com;JORDAN@EXAMPLE.COM;True;AQAAAAIAAYagAAAAENrn82GhKvCDWSKPVzw/2RHFSQ1U+UtRnxwsx9pLuSBu2O5sARD77MdejljeUwQvEw==;TIS645XFWOZX5WLAJF7D7IAAHCQFPBBM;7d6e12cc-68f5-415b-9d70-33e70c4f0f58;;False;False;;True;0
c75592d1-6748-47b0-a1fc-9b4622819566;Dakota;User;;;False;False;2025-03-24 18:34:02;;;;dakota@example.com;DAKOTA@EXAMPLE.COM;dakota@example.com;DAKOTA@EXAMPLE.COM;True;AQAAAAIAAYagAAAAELafJh3Z9pI9jv78dGUhzwMuU2O58Fz8aKO6YgiukqLTlhazQChE3XHQHz43B5ZfUg==;CW6GUVST5NKND36WJ4BGSQ2HBPOLMRAV;54d68b92-72a0-475d-a6a1-f3050888f782;;False;False;;True;0
ce2fb3ea-759a-4413-9d7f-70a58f7aaf8d;Quinn;User;;;False;False;2025-03-24 18:34:02;;;;quinn@example.com;QUINN@EXAMPLE.COM;quinn@example.com;QUINN@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEK4opitD1mMNth4J7JASCYJajfrsOYOyzuMXaOL2e7KeKfCgcZws5E69gPTbB6xItA==;MJVIPYNVSTP4MDSKJ2GWNC77W7LNCMX3;d09421f2-06bf-4d05-9523-2e68010066f3;;False;False;;True;0
e216b074-c42e-4f13-8404-cc46500dd6f1;Root;Admin;;;False;False;2025-03-24 18:34:01;;;;admin@root.com;ADMIN@ROOT.COM;admin@root.com;ADMIN@ROOT.COM;True;AQAAAAIAAYagAAAAEIHPRP6uF9foYT5lWPv2g1KjYxOG6DAD1VyikSc+C0byFlS6lc3b/ePvCHls/TbfyQ==;EAN5VJ4D3FAZ2VBB2KOFA5JA7VDNLU7C;deffeea9-528d-44ea-9ca2-2283251f8629;;False;False;;True;0
e63d10f5-9be0-4d2a-bcab-826372d1179d;Sage;User;;;False;False;2025-03-24 18:34:02;;;;sage@example.com;SAGE@EXAMPLE.COM;sage@example.com;SAGE@EXAMPLE.COM;True;AQAAAAIAAYagAAAAEF39fpxdW8e7MMyFkOGuXruM4IFboBztIOO7jBFDn6W/1BCVGUk+5CIoUs8LeEZezw==;R2T37ZT657Z7RGRKEZARZT3IKTR66PJQ;10cf778d-0f5a-457d-bd25-26dc8ee82a82;;False;False;;True;0
eb18f18b-2706-41b7-8b15-282a289b6357;Charlie;User;;;False;False;2025-03-24 18:34:02;;;;charlie@example.com;CHARLIE@EXAMPLE.COM;charlie@example.com;CHARLIE@EXAMPLE.COM;True;AQAAAAIAAYagAAAAENEP3LH8wyHznxUMdYJmBRpK7j9qs8tRDXY9VqjJNdaaak5mJbl+ZnB94gIaLcEUXA==;EWSFCDXWWWJQ6QG6DA2RGEG7WBOL3U6T;7cc656c8-c1de-46de-ac3d-14315e460381;;False;False;;True;0
